filename,cmodels,pid,parent,sequence,Identifier,Child,Directory,FileName,FileCount,SpecialType,Title,Parent Item Title,Identifier (Item Number),Photographer,Date Created,Subject - Topic,Subject - Geographic,Subject - Temporal,Subject - Name [personal],Subject - Name [corporate],Subject - Name [family],Abstract (Description),Biographical Information,Note,Type of Resource,Internet Media Type,Form,Medium,Extent,Source,Digital Collection,Relation,Repository Collection,Repository Collection Guide,Arrangement (Record Group),Arrangement (Series),Arrangement (Subseries),Arrangement (Box),Arrangement (Folder),Location (Physical Location),Location (Institution Web Site),Location (OCLC Member Symbol),Location (Sublocation),Location (Shelving Location),Rights,Contact Information,Preferred Citation,Digitization Date,Digitized By,Digital Reproduction Information,Record Creation Date,Cataloged By
,,,,,306_02,2,A5000B018AF004P014,A5000B018AF004P014_002.jp2,,,Back,Students moving out of dorms,A5000B018AF004P014_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,307,,A5000B018AF004P015,,2,,LSU registration ,,A5000B018AF004P015,,Circa 1980-1990,College students--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,,"Louisiana State University (Baton Rouge, La.)--Students--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18A,Folder 4,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18A, Folder 4","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",8/8/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/22/2019,en
,,,,,307_01,1,A5000B018AF004P015,A5000B018AF004P015_001.jp2,,,Front,LSU registration ,A5000B018AF004P015_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,307_02,2,A5000B018AF004P015,A5000B018AF004P015_002.jp2,,,Back,LSU registration ,A5000B018AF004P015_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,308,,A5000B018AF004P016,,2,,LSU registration ,,A5000B018AF004P016,,Circa 1965-1970,College students--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen sixties,,"Louisiana State University (Baton Rouge, La.)--Students--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18A,Folder 4,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18A, Folder 4","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",8/8/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/22/2019,en
,,,,,308_01,1,A5000B018AF004P016,A5000B018AF004P016_001.jp2,,,Front,LSU registration ,A5000B018AF004P016_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,308_02,2,A5000B018AF004P016,A5000B018AF004P016_002.jp2,,,Back,LSU registration ,A5000B018AF004P016_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,309,,A5000B018AF004P017,,2,,Skateboarding on Memorial Tower plaza,,A5000B018AF004P017,,Circa 1980-1990,College students--Louisiana--Baton Rouge--Photographs; Skateboarders--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,,"Louisiana State University (Baton Rouge, La.)--Students--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18A,Folder 4,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18A, Folder 4","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",8/8/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/22/2019,en
,,,,,309_01,1,A5000B018AF004P017,A5000B018AF004P017_001.jp2,,,Front,Skateboarding on Memorial Tower plaza,A5000B018AF004P017_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,309_02,2,A5000B018AF004P017,A5000B018AF004P017_002.jp2,,,Back,Skateboarding on Memorial Tower plaza,A5000B018AF004P017_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,310,,A5000B018AF004P018,,2,,Sorority members,,A5000B018AF004P018,,Circa 1990-2000,College sorority members--Louisiana--Baton Rouge--Photographs; Greek letter societies--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen nineties,,Kappa Kappa Gamma. Delta Iota Chapter (Louisiana State University)--Photographs,,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18A,Folder 4,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18A, Folder 4","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",8/8/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/22/2019,en
,,,,,310_01,1,A5000B018AF004P018,A5000B018AF004P018_001.jp2,,,Front,Sorority members,A5000B018AF004P018_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,310_02,2,A5000B018AF004P018,A5000B018AF004P018_002.jp2,,,Back,Sorority members,A5000B018AF004P018_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,311,,A5000B018AF004P019,,2,,Students in the quadrangle,,A5000B018AF004P019,,Circa 1970-1980,Male college students--Louisiana--Baton Rouge--Photographs; Arches--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen seventies,,"Louisiana State University (Baton Rouge, La.)--Students--Photographs; Quadrangle (Baton Rouge, La.)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18A,Folder 4,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18A, Folder 4","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",8/8/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/22/2019,en
,,,,,311_01,1,A5000B018AF004P019,A5000B018AF004P019_001.jp2,,,Front,Students in the quadrangle ,A5000B018AF004P019_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,311_02,2,A5000B018AF004P019,A5000B018AF004P019_002.jp2,,,Back,Students in the quadrangle ,A5000B018AF004P019_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,3/22/2019,en
,,,,,312,,,A5000B018BF007P001.jp2,1,,Hill Memorial Library (downtown campus),,A5000B018BF007P001,,Circa 1905,Academic libraries--Louisiana--Baton Rouge--Photographs; Library buildings--Louisiana--Baton Rouge--Photographs; College buildings--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen hundreds (Decade),,"Hill Memorial Library (Baton Rouge, La. : 1903-1924)--Photographs",,,,"Cover of: Views at the Louisiana State University : photo-gravures. Brooklyn, N.Y. : The Albertype Co., [1905?].",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18B,Folder 7,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18B, Folder 7","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",7/30/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/26/2019,en
,,,,,313,,,A5000B018BF007P002.jp2,1,,Views at the Louisiana State University title page,,A5000B018BF007P002,,Circa 1905,Universities and colleges--Louisiana--Baton Rouge--Pictorial works,Baton Rouge (La.),Nineteen hundreds (Decade),,Louisiana State University and Agricultural and Mechanical College--Pictorial works,,,,"Title page of: Views at the Louisiana State University : photo-gravures. Brooklyn, N.Y. : The Albertype Co., [1905?]. Several things are handwritten on the page. At top: [Hester?] Chamberlin, K.A., '06. At head of title: How dear to my heart are the—. At bottom: After ""Compliments of,"" a partially legible name, possibly Smartbrook.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18B,Folder 7,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18B, Folder 7","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",7/30/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/26/2019,en
,,,,,314,,,A5000B018BF007P003.jp2,1,,Football team,,A5000B018BF007P003,,[1902],Football teams--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen hundreds (Decade),,LSU Tigers (Football team)--Photographs; Louisiana State University and Agricultural and Mechanical College--Football--Photographs,,LSU Tigers 1902 football team.,,"Page from: Views at the Louisiana State University : photo-gravures. Brooklyn, N.Y. : The Albertype Co., [1905?].",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18B,Folder 7,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18B, Folder 7","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",7/30/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/26/2019,en
,,,,,315,,,A5000B018BF007P004.jp2,1,,LSU cadet band,,A5000B018BF007P004,,Circa 1905,Marching bands--Louisiana--Baton Rouge--Photographs; Military cadets--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen hundreds (Decade),,Louisiana State University and Agricultural and Mechanical College--Bands--Photographs,,,,"Page from: Views at the Louisiana State University : photo-gravures. Brooklyn, N.Y. : The Albertype Co., [1905?].",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18B,Folder 7,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18B, Folder 7","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",7/30/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/26/2019,en
,,,,,316,,,A5000B018BF007P005.jp2,1,,Stock judging,,A5000B018BF007P005,,Circa 1905,Cattle--Judging--Louisiana--Baton Rouge--Photographs; Agriculture--Study and teaching (Higher)--Louisiana--Baton Rouge--Photographs; Classes (Groups of students)--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen hundreds (Decade),,Louisiana State University and Agricultural and Mechanical College--Students--Photographs,,,,"Page from: Views at the Louisiana State University : photo-gravures. Brooklyn, N.Y. : The Albertype Co., [1905?].",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 18B,Folder 7,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 18B, Folder 7","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",7/30/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,3/26/2019,en
